net,length_um
_00821_,2.04µm
_00866_,2.04µm
_00887_,2.04µm
_00978_,2.04µm
_01023_,2.04µm
_01102_,2.04µm
_01220_,2.04µm
_01279_,2.04µm
_01384_,2.04µm
_01613_,2.04µm
_02531_,2.04µm
_02543_,2.04µm
_02665_,2.04µm
_02732_,2.04µm
_02801_,2.04µm
_02879_,2.04µm
_02884_,2.04µm
_03153_,2.04µm
_03196_,2.04µm
_03242_,2.04µm
_03322_,2.04µm
_03388_,2.04µm
_03393_,2.04µm
_03426_,2.04µm
_03435_,2.04µm
_03459_,2.04µm
_03508_,2.04µm
_03521_,2.04µm
_03585_,2.04µm
_03596_,2.04µm
_03655_,2.04µm
_03717_,2.04µm
_03881_,2.04µm
_03883_,2.04µm
_03890_,2.04µm
_03895_,2.04µm
_03956_,2.04µm
_03958_,2.04µm
_04019_,2.04µm
_04098_,2.04µm
_04117_,2.04µm
_04123_,2.04µm
_04161_,2.04µm
_04162_,2.04µm
_04173_,2.04µm
_04207_,2.04µm
_04265_,2.04µm
_04311_,2.04µm
_04330_,2.04µm
_04332_,2.04µm
_04361_,2.04µm
_04388_,2.04µm
_04398_,2.04µm
_04424_,2.04µm
_04535_,2.04µm
_04632_,2.04µm
_04650_,2.04µm
_04702_,2.04µm
_04763_,2.04µm
_04775_,2.04µm
_04790_,2.04µm
_04908_,2.04µm
_04921_,2.04µm
_04929_,2.04µm
_05037_,2.04µm
_05108_,2.04µm
_05133_,2.04µm
_05174_,2.04µm
_05184_,2.04µm
_05208_,2.04µm
_05335_,2.04µm
_05513_,2.04µm
_05584_,2.04µm
_05656_,2.04µm
_05695_,2.04µm
_05732_,2.04µm
_05777_,2.04µm
_05824_,2.04µm
_05882_,2.04µm
_05974_,2.04µm
_05992_,2.04µm
_05998_,2.04µm
_06127_,2.04µm
_06133_,2.04µm
_06262_,2.04µm
_06270_,2.04µm
_06330_,2.04µm
_07728_,2.04µm
_07754_,2.04µm
_07767_,2.04µm
_07816_,2.04µm
_07834_,2.04µm
_07887_,2.04µm
_07920_,2.04µm
_08031_,2.04µm
_08096_,2.04µm
_08143_,2.04µm
_08277_,2.04µm
_08357_,2.04µm
_08565_,2.04µm
_08707_,2.04µm
_08812_,2.04µm
_09061_,2.04µm
_09128_,2.04µm
_09166_,2.04µm
_09340_,2.04µm
_09378_,2.04µm
_09618_,2.04µm
_09625_,2.04µm
_09703_,2.04µm
_09835_,2.04µm
_09913_,2.04µm
_10110_,2.04µm
_10278_,2.04µm
_10327_,2.04µm
_10352_,2.04µm
_10386_,2.04µm
_10651_,2.04µm
_10677_,2.04µm
_10688_,2.04µm
_10828_,2.04µm
_10845_,2.04µm
_10929_,2.04µm
_10992_,2.04µm
_11032_,2.04µm
_11061_,2.04µm
_11066_,2.04µm
_11091_,2.04µm
_11154_,2.04µm
_11179_,2.04µm
_11190_,2.04µm
_11393_,2.04µm
dp.ifu.PC\[31\],2.04µm
_08585_,2.035µm
_10678_,2.03µm
_09878_,2.01µm
_10512_,1.955µm
_10431_,1.945µm
_02778_,1.94µm
_03627_,1.94µm
_04327_,1.94µm
_04401_,1.94µm
_04651_,1.94µm
_04971_,1.94µm
_05265_,1.94µm
_05321_,1.94µm
_06784_,1.94µm
_07078_,1.94µm
_07393_,1.94µm
_07600_,1.94µm
_07794_,1.94µm
_07901_,1.94µm
_07942_,1.94µm
_08323_,1.94µm
_09107_,1.94µm
_09312_,1.94µm
_09459_,1.94µm
_09466_,1.94µm
_10181_,1.94µm
_10261_,1.94µm
_10971_,1.94µm
_11232_,1.94µm
_11392_,1.94µm
net3054,1.94µm
_06309_,1.92µm
_04226_,1.915µm
_06083_,1.915µm
_08944_,1.915µm
_04841_,1.87µm
_01326_,1.84µm
_01327_,1.84µm
_01390_,1.84µm
_01404_,1.84µm
_01409_,1.84µm
_01418_,1.84µm
_01473_,1.84µm
_01481_,1.84µm
_01560_,1.84µm
_01689_,1.84µm
_02069_,1.84µm
_02287_,1.84µm
_02405_,1.84µm
_02580_,1.84µm
_02840_,1.84µm
_02975_,1.84µm
_02983_,1.84µm
_03006_,1.84µm
_03136_,1.84µm
_03154_,1.84µm
_03163_,1.84µm
_03224_,1.84µm
_03254_,1.84µm
_03394_,1.84µm
_03505_,1.84µm
_03543_,1.84µm
_03570_,1.84µm
_03578_,1.84µm
_03623_,1.84µm
_03630_,1.84µm
_03762_,1.84µm
_03853_,1.84µm
_03898_,1.84µm
_03903_,1.84µm
_03935_,1.84µm
_04183_,1.84µm
_04205_,1.84µm
_04364_,1.84µm
_04407_,1.84µm
_04432_,1.84µm
_04519_,1.84µm
_04777_,1.84µm
_04904_,1.84µm
_04932_,1.84µm
_04979_,1.84µm
_04990_,1.84µm
_05322_,1.84µm
_05332_,1.84µm
_05692_,1.84µm
_05749_,1.84µm
_05889_,1.84µm
_05971_,1.84µm
_06174_,1.84µm
_06358_,1.84µm
_06496_,1.84µm
_06791_,1.84µm
_06918_,1.84µm
_07559_,1.84µm
_08403_,1.84µm
_08665_,1.84µm
_09072_,1.84µm
_09237_,1.84µm
_09247_,1.84µm
_09476_,1.84µm
_09506_,1.84µm
_09556_,1.84µm
_09596_,1.84µm
_09613_,1.84µm
_09679_,1.84µm
_09680_,1.84µm
_10255_,1.84µm
_10269_,1.84µm
_10328_,1.84µm
_10398_,1.84µm
_10558_,1.84µm
_10655_,1.84µm
_10771_,1.84µm
_10884_,1.84µm
_10906_,1.84µm
_11086_,1.84µm
_11175_,1.84µm
net2890,1.84µm
net2927,1.84µm
net2935,1.84µm
net2938,1.84µm
net2957,1.84µm
net2993,1.84µm
net3070,1.84µm
net3081,1.84µm
_00005_,1.82µm
_00008_,1.82µm
_00011_,1.82µm
_00020_,1.82µm
_00025_,1.82µm
_00038_,1.82µm
_00047_,1.82µm
_00053_,1.82µm
_00057_,1.82µm
_00066_,1.82µm
_00086_,1.82µm
_00095_,1.82µm
_00123_,1.82µm
_00129_,1.82µm
_00139_,1.82µm
_00145_,1.82µm
_00149_,1.82µm
_00154_,1.82µm
_00156_,1.82µm
_00157_,1.82µm
_00158_,1.82µm
_00166_,1.82µm
_00175_,1.82µm
_00191_,1.82µm
_00205_,1.82µm
_00206_,1.82µm
_00209_,1.82µm
_00229_,1.82µm
_00251_,1.82µm
_00260_,1.82µm
_00267_,1.82µm
_00269_,1.82µm
_00275_,1.82µm
_00281_,1.82µm
_00285_,1.82µm
_00291_,1.82µm
_00294_,1.82µm
_00295_,1.82µm
_00303_,1.82µm
_00309_,1.82µm
_00324_,1.82µm
_00327_,1.82µm
_00331_,1.82µm
_00334_,1.82µm
_00336_,1.82µm
_00345_,1.82µm
_00348_,1.82µm
_00352_,1.82µm
_00361_,1.82µm
_00364_,1.82µm
_00371_,1.82µm
_00375_,1.82µm
_00391_,1.82µm
_00398_,1.82µm
_00400_,1.82µm
_00407_,1.82µm
_00432_,1.82µm
_00444_,1.82µm
_00466_,1.82µm
_00473_,1.82µm
_00478_,1.82µm
_00487_,1.82µm
_00489_,1.82µm
_00490_,1.82µm
_00491_,1.82µm
_00492_,1.82µm
_00511_,1.82µm
_00526_,1.82µm
_00542_,1.82µm
_00545_,1.82µm
_00564_,1.82µm
_00571_,1.82µm
_00572_,1.82µm
_00593_,1.82µm
_00595_,1.82µm
_00601_,1.82µm
_00604_,1.82µm
_00611_,1.82µm
_00627_,1.82µm
_00631_,1.82µm
_00633_,1.82µm
_00659_,1.82µm
_00660_,1.82µm
_00677_,1.82µm
_00692_,1.82µm
_00699_,1.82µm
_00712_,1.82µm
_00721_,1.82µm
_00733_,1.82µm
_00737_,1.82µm
_00749_,1.82µm
_00772_,1.82µm
_00780_,1.82µm
_00781_,1.82µm
_00785_,1.82µm
_00793_,1.82µm
_00799_,1.82µm
_00804_,1.82µm
_00819_,1.82µm
_00822_,1.82µm
_00848_,1.82µm
_00851_,1.82µm
_00870_,1.82µm
_00880_,1.82µm
_00882_,1.82µm
_00885_,1.82µm
_00888_,1.82µm
_00906_,1.82µm
_00908_,1.82µm
_00914_,1.82µm
_00934_,1.82µm
_00939_,1.82µm
_00946_,1.82µm
_00948_,1.82µm
_00956_,1.82µm
_00966_,1.82µm
_00974_,1.82µm
_00985_,1.82µm
_00988_,1.82µm
_00989_,1.82µm
_01001_,1.82µm
_01010_,1.82µm
_01021_,1.82µm
_01046_,1.82µm
_01056_,1.82µm
_01070_,1.82µm
_01126_,1.82µm
_01142_,1.82µm
_01146_,1.82µm
_01147_,1.82µm
_01162_,1.82µm
_01168_,1.82µm
_01226_,1.82µm
_01232_,1.82µm
_01252_,1.82µm
_01253_,1.82µm
_01265_,1.82µm
_01268_,1.82µm
_01271_,1.82µm
_01292_,1.82µm
_01307_,1.82µm
_01334_,1.82µm
_01344_,1.82µm
_01345_,1.82µm
_01415_,1.82µm
_01485_,1.82µm
_01503_,1.82µm
_01622_,1.82µm
_01625_,1.82µm
_01771_,1.82µm
_01844_,1.82µm
_01845_,1.82µm
_01884_,1.82µm
_01922_,1.82µm
_01968_,1.82µm
_02026_,1.82µm
_02064_,1.82µm
_02237_,1.82µm
_02241_,1.82µm
_02246_,1.82µm
_02265_,1.82µm
_02323_,1.82µm
_02325_,1.82µm
_02366_,1.82µm
_02369_,1.82µm
_02386_,1.82µm
_02428_,1.82µm
_02454_,1.82µm
_02461_,1.82µm
_02465_,1.82µm
_02510_,1.82µm
_02521_,1.82µm
_02528_,1.82µm
_02645_,1.82µm
_02832_,1.82µm
_02867_,1.82µm
_03076_,1.82µm
_03081_,1.82µm
_03086_,1.82µm
_03391_,1.82µm
_03441_,1.82µm
_03530_,1.82µm
_03773_,1.82µm
_04280_,1.82µm
_04514_,1.82µm
_04589_,1.82µm
_04594_,1.82µm
_04734_,1.82µm
_05089_,1.82µm
_05298_,1.82µm
_05382_,1.82µm
_05387_,1.82µm
_05397_,1.82µm
_05828_,1.82µm
_05851_,1.82µm
_05901_,1.82µm
_05948_,1.82µm
_06116_,1.82µm
_06198_,1.82µm
_06468_,1.82µm
_06983_,1.82µm
_07198_,1.82µm
_07929_,1.82µm
_09724_,1.82µm
_10368_,1.82µm
_10430_,1.82µm
_10468_,1.82µm
_10612_,1.82µm
_10941_,1.82µm
_10986_,1.82µm
_11161_,1.82µm
_11240_,1.82µm
dp.ifu.pc_in\[4\],1.82µm
_04472_,1.815µm
_05848_,1.805µm
_10953_,1.795µm
net3030,1.78µm
_06177_,1.76µm
_00048_,1.75µm
_00076_,1.75µm
_00323_,1.75µm
_00347_,1.75µm
_00404_,1.75µm
_00507_,1.75µm
_00527_,1.75µm
_00605_,1.75µm
_00674_,1.75µm
_00686_,1.75µm
_00718_,1.75µm
_00751_,1.75µm
_00786_,1.75µm
_00899_,1.75µm
_00930_,1.75µm
_01081_,1.75µm
_01210_,1.75µm
_01619_,1.745µm
_02313_,1.745µm
_02354_,1.745µm
_04665_,1.745µm
_04885_,1.74µm
_04982_,1.74µm
_06469_,1.74µm
_05960_,1.735µm
_02540_,1.72µm
_02545_,1.72µm
_02560_,1.72µm
_02562_,1.72µm
_02605_,1.72µm
_02611_,1.72µm
_02627_,1.72µm
_02644_,1.72µm
_02664_,1.72µm
_02675_,1.72µm
_02710_,1.72µm
_02730_,1.72µm
_02770_,1.72µm
_02785_,1.72µm
_02821_,1.72µm
_02859_,1.72µm
_02860_,1.72µm
_02877_,1.72µm
_02900_,1.72µm
_02939_,1.72µm
_02945_,1.72µm
_02951_,1.72µm
_02986_,1.72µm
_02992_,1.72µm
_03065_,1.72µm
_03106_,1.72µm
_03184_,1.72µm
_03195_,1.72µm
_03199_,1.72µm
_03258_,1.72µm
_03260_,1.72µm
_03291_,1.72µm
_03328_,1.72µm
_03329_,1.72µm
_03340_,1.72µm
_03344_,1.72µm
_03358_,1.72µm
_03359_,1.72µm
_03368_,1.72µm
_03369_,1.72µm
_03379_,1.72µm
_03383_,1.72µm
_03384_,1.72µm
_03401_,1.72µm
_03414_,1.72µm
_03419_,1.72µm
_03428_,1.72µm
_03471_,1.72µm
_03513_,1.72µm
_03548_,1.72µm
_03569_,1.72µm
_03607_,1.72µm
_03633_,1.72µm
_03640_,1.72µm
_03669_,1.72µm
_03675_,1.72µm
_03678_,1.72µm
_03681_,1.72µm
_03708_,1.72µm
_03791_,1.72µm
_03798_,1.72µm
_03805_,1.72µm
_03838_,1.72µm
_03920_,1.72µm
_03927_,1.72µm
_03938_,1.72µm
_03948_,1.72µm
_04007_,1.72µm
_04017_,1.72µm
_04023_,1.72µm
_04028_,1.72µm
_04048_,1.72µm
_04049_,1.72µm
_04053_,1.72µm
_04065_,1.72µm
_04090_,1.72µm
_04108_,1.72µm
_04113_,1.72µm
_04153_,1.72µm
_04163_,1.72µm
_04168_,1.72µm
_04170_,1.72µm
_04247_,1.72µm
_04248_,1.72µm
_04267_,1.72µm
_04308_,1.72µm
_04392_,1.72µm
_04402_,1.72µm
_04483_,1.72µm
_04492_,1.72µm
_04502_,1.72µm
_04557_,1.72µm
_04577_,1.72µm
_04617_,1.72µm
_04656_,1.72µm
_04657_,1.72µm
_04667_,1.72µm
_04672_,1.72µm
_04687_,1.72µm
_04691_,1.72µm
_04692_,1.72µm
_04716_,1.72µm
_04717_,1.72µm
_04736_,1.72µm
_04737_,1.72µm
_04762_,1.72µm
_04771_,1.72µm
_04812_,1.72µm
_04817_,1.72µm
_04837_,1.72µm
_04866_,1.72µm
_04881_,1.72µm
_04882_,1.72µm
_04903_,1.72µm
_04946_,1.72µm
_04953_,1.72µm
_04957_,1.72µm
_04977_,1.72µm
_04981_,1.72µm
_04991_,1.72µm
_05001_,1.72µm
_05002_,1.72µm
_05067_,1.72µm
_05097_,1.72µm
_05101_,1.72µm
_05107_,1.72µm
_05117_,1.72µm
_05121_,1.72µm
_05191_,1.72µm
_05272_,1.72µm
_05275_,1.72µm
_05276_,1.72µm
_05316_,1.72µm
_05329_,1.72µm
_05334_,1.72µm
_05380_,1.72µm
_05384_,1.72µm
_05424_,1.72µm
_05496_,1.72µm
_05515_,1.72µm
_05540_,1.72µm
_05542_,1.72µm
_05556_,1.72µm
_05602_,1.72µm
_05621_,1.72µm
_05646_,1.72µm
_05660_,1.72µm
_05725_,1.72µm
_05770_,1.72µm
_05778_,1.72µm
_05908_,1.72µm
_05916_,1.72µm
_06024_,1.72µm
_06027_,1.72µm
_06060_,1.72µm
_06074_,1.72µm
_06080_,1.72µm
_06123_,1.72µm
_06129_,1.72µm
_06134_,1.72µm
_06144_,1.72µm
_06154_,1.72µm
_06209_,1.72µm
_06220_,1.72µm
_06284_,1.72µm
_06295_,1.72µm
_06389_,1.72µm
_06419_,1.72µm
_06428_,1.72µm
_06433_,1.72µm
_06439_,1.72µm
_07624_,1.72µm
_07863_,1.72µm
_07938_,1.72µm
_08255_,1.72µm
_08405_,1.72µm
_08593_,1.72µm
_08873_,1.72µm
_09325_,1.72µm
_10262_,1.72µm
_10292_,1.72µm
_10295_,1.72µm
_10296_,1.72µm
_10301_,1.72µm
_10310_,1.72µm
_10315_,1.72µm
_10316_,1.72µm
_10330_,1.72µm
_10340_,1.72µm
_10400_,1.72µm
_10401_,1.72µm
_10413_,1.72µm
_10446_,1.72µm
_10456_,1.72µm
_10466_,1.72µm
_10471_,1.72µm
_10503_,1.72µm
_10581_,1.72µm
_10602_,1.72µm
_10629_,1.72µm
_10680_,1.72µm
_10686_,1.72µm
_10709_,1.72µm
_10754_,1.72µm
_10769_,1.72µm
_10773_,1.72µm
_10778_,1.72µm
_10783_,1.72µm
_10794_,1.72µm
_10806_,1.72µm
_10923_,1.72µm
_10943_,1.72µm
_10944_,1.72µm
_11009_,1.72µm
_11019_,1.72µm
_11104_,1.72µm
_11109_,1.72µm
_11135_,1.72µm
_11144_,1.72µm
_11159_,1.72µm
_11177_,1.72µm
_11183_,1.72µm
_11239_,1.72µm
_11247_,1.72µm
_11294_,1.72µm
_11339_,1.72µm
_11350_,1.72µm
_11353_,1.72µm
_03469_,1.715µm
_00034_,1.7µm
_00065_,1.7µm
_00091_,1.7µm
_00135_,1.7µm
_00140_,1.7µm
_00184_,1.7µm
_00338_,1.7µm
_00356_,1.7µm
_00458_,1.7µm
_00623_,1.7µm
_00823_,1.7µm
_00826_,1.7µm
_00949_,1.7µm
_01116_,1.7µm
_01135_,1.7µm
_01160_,1.7µm
_01164_,1.7µm
_01244_,1.7µm
_01399_,1.7µm
_01450_,1.7µm
_01525_,1.7µm
_01544_,1.7µm
_01563_,1.7µm
_01571_,1.7µm
_01620_,1.7µm
_01716_,1.7µm
_01736_,1.7µm
_01843_,1.7µm
_01859_,1.7µm
_01895_,1.7µm
_01905_,1.7µm
_01942_,1.7µm
_01959_,1.7µm
_02024_,1.7µm
_02046_,1.7µm
_02050_,1.7µm
_02090_,1.7µm
_02127_,1.7µm
_02175_,1.7µm
_02190_,1.7µm
_02291_,1.7µm
_02327_,1.7µm
_02393_,1.7µm
_02400_,1.7µm
_02404_,1.7µm
_02417_,1.7µm
_02449_,1.7µm
_02505_,1.7µm
_02640_,1.7µm
_02678_,1.7µm
_02713_,1.7µm
_02741_,1.7µm
_02751_,1.7µm
_02754_,1.7µm
_02765_,1.7µm
_02816_,1.7µm
_02819_,1.7µm
_02838_,1.7µm
_02853_,1.7µm
_02913_,1.7µm
_02971_,1.7µm
_03066_,1.7µm
_03108_,1.7µm
_03114_,1.7µm
_03149_,1.7µm
_03178_,1.7µm
_03189_,1.7µm
_03245_,1.7µm
_03270_,1.7µm
_03405_,1.7µm
_03460_,1.7µm
_03474_,1.7µm
_03518_,1.7µm
_03568_,1.7µm
_03614_,1.7µm
_03693_,1.7µm
_03793_,1.7µm
_03822_,1.7µm
_03864_,1.7µm
_04076_,1.7µm
_04348_,1.7µm
_04363_,1.7µm
_04375_,1.7µm
_04508_,1.7µm
_04528_,1.7µm
_04623_,1.7µm
_04738_,1.7µm
_04761_,1.7µm
_04782_,1.7µm
_04877_,1.7µm
_04897_,1.7µm
_04912_,1.7µm
_04937_,1.7µm
_04972_,1.7µm
_04975_,1.7µm
_05043_,1.7µm
_05190_,1.7µm
_05217_,1.7µm
_05243_,1.7µm
_05260_,1.7µm
_05266_,1.7µm
_05307_,1.7µm
_05327_,1.7µm
_05330_,1.7µm
_05414_,1.7µm
_05458_,1.7µm
_05490_,1.7µm
_05503_,1.7µm
_05564_,1.7µm
_05596_,1.7µm
_05624_,1.7µm
_05649_,1.7µm
_05684_,1.7µm
_05803_,1.7µm
_05983_,1.7µm
_05994_,1.7µm
_06025_,1.7µm
_06032_,1.7µm
_06095_,1.7µm
_06155_,1.7µm
_06163_,1.7µm
_06205_,1.7µm
_06312_,1.7µm
_06366_,1.7µm
_06421_,1.7µm
_06954_,1.7µm
_07031_,1.7µm
_07162_,1.7µm
_07257_,1.7µm
_07292_,1.7µm
_07430_,1.7µm
_07541_,1.7µm
_07784_,1.7µm
_07799_,1.7µm
_07838_,1.7µm
_07857_,1.7µm
_07880_,1.7µm
_08113_,1.7µm
_08125_,1.7µm
_08266_,1.7µm
_08319_,1.7µm
_08326_,1.7µm
_08382_,1.7µm
_08452_,1.7µm
_08622_,1.7µm
_08680_,1.7µm
_08722_,1.7µm
_08821_,1.7µm
_08945_,1.7µm
_08970_,1.7µm
_09012_,1.7µm
_09087_,1.7µm
_09139_,1.7µm
_09240_,1.7µm
_09435_,1.7µm
_09632_,1.7µm
_10007_,1.7µm
_10112_,1.7µm
_10188_,1.7µm
_10242_,1.7µm
_10258_,1.7µm
_10435_,1.7µm
_10481_,1.7µm
_10496_,1.7µm
_10516_,1.7µm
_10536_,1.7µm
_10566_,1.7µm
_10577_,1.7µm
_10681_,1.7µm
_10691_,1.7µm
_10693_,1.7µm
_10780_,1.7µm
_10792_,1.7µm
_10820_,1.7µm
_10859_,1.7µm
_10955_,1.7µm
_11084_,1.7µm
_11127_,1.7µm
_11184_,1.7µm
_11279_,1.7µm
_11306_,1.7µm
_11351_,1.7µm
net2856,1.7µm
net3031,1.7µm
net3092,1.7µm
_06073_,1.675µm
_03849_,1.67µm
_06109_,1.645µm
_04800_,1.635µm
_05640_,1.63µm
_06189_,1.63µm
_06354_,1.63µm
_03354_,1.605µm
_04792_,1.605µm
_05630_,1.605µm
_05829_,1.605µm
_05869_,1.605µm
_05879_,1.605µm
_06269_,1.605µm
_10351_,1.605µm
_02689_,1.6µm
_02709_,1.6µm
_02783_,1.6µm
_02944_,1.6µm
_03000_,1.6µm
_03102_,1.6µm
_03122_,1.6µm
_03333_,1.6µm
_03362_,1.6µm
_03924_,1.6µm
_04033_,1.6µm
_04340_,1.6µm
_04500_,1.6µm
_04633_,1.6µm
_04706_,1.6µm
_04916_,1.6µm
_05100_,1.6µm
_05324_,1.6µm
_05383_,1.6µm
_05441_,1.6µm
_05635_,1.6µm
_05663_,1.6µm
_05837_,1.6µm
_06169_,1.6µm
_07230_,1.6µm
_07577_,1.6µm
_07652_,1.6µm
_07773_,1.6µm
_07841_,1.6µm
_07909_,1.6µm
_07962_,1.6µm
_07968_,1.6µm
_08049_,1.6µm
_08093_,1.6µm
_08151_,1.6µm
_08174_,1.6µm
_08194_,1.6µm
_08229_,1.6µm
_08455_,1.6µm
_08584_,1.6µm
_08614_,1.6µm
_08681_,1.6µm
_08727_,1.6µm
_08759_,1.6µm
_08805_,1.6µm
_08971_,1.6µm
_08974_,1.6µm
_09045_,1.6µm
_09052_,1.6µm
_09079_,1.6µm
_09103_,1.6µm
_09124_,1.6µm
_09126_,1.6µm
_09411_,1.6µm
_09516_,1.6µm
_09523_,1.6µm
_09644_,1.6µm
_09683_,1.6µm
_09742_,1.6µm
_09751_,1.6µm
_09757_,1.6µm
_09765_,1.6µm
_09854_,1.6µm
_09985_,1.6µm
_10619_,1.6µm
_10738_,1.6µm
_11018_,1.6µm
_11214_,1.6µm
_11396_,1.6µm
_04013_,1.585µm
_02729_,1.48µm
_03504_,1.48µm
_03507_,1.48µm
_03775_,1.48µm
_04107_,1.48µm
_05739_,1.48µm
_06921_,1.48µm
_07557_,1.48µm
_07582_,1.48µm
_07608_,1.48µm
_07661_,1.48µm
_07680_,1.48µm
_07693_,1.48µm
_07727_,1.48µm
_08112_,1.48µm
_08697_,1.48µm
_09198_,1.48µm
_09317_,1.48µm
_09403_,1.48µm
_09447_,1.48µm
_09450_,1.48µm
_09868_,1.48µm
_10022_,1.48µm
_10251_,1.48µm
net2988,1.48µm
net3061,1.48µm
_02532_,1.38µm
_02752_,1.38µm
_02837_,1.38µm
_02882_,1.38µm
_02932_,1.38µm
_02967_,1.38µm
_02998_,1.38µm
_03241_,1.38µm
_03296_,1.38µm
_03311_,1.38µm
_03321_,1.38µm
_03376_,1.38µm
_03381_,1.38µm
_03501_,1.38µm
_03550_,1.38µm
_03605_,1.38µm
_03785_,1.38µm
_03856_,1.38µm
_03865_,1.38µm
_03875_,1.38µm
_03885_,1.38µm
_03930_,1.38µm
_03940_,1.38µm
_03991_,1.38µm
_04010_,1.38µm
_04055_,1.38µm
_04200_,1.38µm
_04256_,1.38µm
_04300_,1.38µm
_04479_,1.38µm
_04509_,1.38µm
_04599_,1.38µm
_04614_,1.38µm
_04674_,1.38µm
_04704_,1.38µm
_04789_,1.38µm
_04959_,1.38µm
_04984_,1.38µm
_05104_,1.38µm
_05109_,1.38µm
_05129_,1.38µm
_05155_,1.38µm
_05422_,1.38µm
_06391_,1.38µm
_08371_,1.38µm
_08394_,1.38µm
_08543_,1.38µm
_09189_,1.38µm
_09195_,1.38µm
_09241_,1.38µm
_09402_,1.38µm
_09603_,1.38µm
_09688_,1.38µm
_09694_,1.38µm
_09696_,1.38µm
_10277_,1.38µm
_10383_,1.38µm
_10528_,1.38µm
_10761_,1.38µm
_11071_,1.38µm
_11111_,1.38µm
_11146_,1.38µm
_11185_,1.38µm
_11251_,1.38µm
_11300_,1.38µm
net2885,1.38µm
net2904,1.38µm
net2905,1.38µm
net2907,1.38µm
net2924,1.38µm
net2929,1.38µm
net2930,1.38µm
net2933,1.38µm
net2936,1.38µm
net2940,1.38µm
net2941,1.38µm
net2942,1.38µm
net2971,1.38µm
net3006,1.38µm
net3046,1.38µm
net3071,1.38µm
_00007_,1.36µm
_00016_,1.36µm
_00040_,1.36µm
_00041_,1.36µm
_00061_,1.36µm
_00067_,1.36µm
_00072_,1.36µm
_00073_,1.36µm
_00079_,1.36µm
_00084_,1.36µm
_00087_,1.36µm
_00090_,1.36µm
_00092_,1.36µm
_00094_,1.36µm
_00101_,1.36µm
_00103_,1.36µm
_00105_,1.36µm
_00106_,1.36µm
_00107_,1.36µm
_00108_,1.36µm
_00113_,1.36µm
_00125_,1.36µm
_00141_,1.36µm
_00151_,1.36µm
_00168_,1.36µm
_00179_,1.36µm
_00186_,1.36µm
_00195_,1.36µm
_00198_,1.36µm
_00203_,1.36µm
_00212_,1.36µm
_00221_,1.36µm
_00227_,1.36µm
_00237_,1.36µm
_00239_,1.36µm
_00254_,1.36µm
_00255_,1.36µm
_00264_,1.36µm
_00268_,1.36µm
_00280_,1.36µm
_00282_,1.36µm
_00283_,1.36µm
_00288_,1.36µm
_00300_,1.36µm
_00308_,1.36µm
_00310_,1.36µm
_00315_,1.36µm
_00317_,1.36µm
_00325_,1.36µm
_00328_,1.36µm
_00354_,1.36µm
_00358_,1.36µm
_00363_,1.36µm
_00366_,1.36µm
_00367_,1.36µm
_00369_,1.36µm
_00373_,1.36µm
_00374_,1.36µm
_00377_,1.36µm
_00382_,1.36µm
_00389_,1.36µm
_00392_,1.36µm
_00393_,1.36µm
_00396_,1.36µm
_00397_,1.36µm
_00399_,1.36µm
_00410_,1.36µm
_00411_,1.36µm
_00413_,1.36µm
_00415_,1.36µm
_00416_,1.36µm
_00417_,1.36µm
_00421_,1.36µm
_00422_,1.36µm
_00424_,1.36µm
_00440_,1.36µm
_00453_,1.36µm
_00455_,1.36µm
_00460_,1.36µm
_00474_,1.36µm
_00475_,1.36µm
_00479_,1.36µm
_00484_,1.36µm
_00486_,1.36µm
_00488_,1.36µm
_00501_,1.36µm
_00504_,1.36µm
_00510_,1.36µm
_00516_,1.36µm
_00519_,1.36µm
_00521_,1.36µm
_00530_,1.36µm
_00541_,1.36µm
_00548_,1.36µm
_00551_,1.36µm
_00558_,1.36µm
_00559_,1.36µm
_00560_,1.36µm
_00563_,1.36µm
_00578_,1.36µm
_00579_,1.36µm
_00580_,1.36µm
_00582_,1.36µm
_00583_,1.36µm
_00584_,1.36µm
_00587_,1.36µm
_00590_,1.36µm
_00591_,1.36µm
_00596_,1.36µm
_00603_,1.36µm
_00606_,1.36µm
_00607_,1.36µm
_00617_,1.36µm
_00620_,1.36µm
_00629_,1.36µm
_00630_,1.36µm
_00632_,1.36µm
_00638_,1.36µm
_00639_,1.36µm
_00640_,1.36µm
_00644_,1.36µm
_00645_,1.36µm
_00648_,1.36µm
_00650_,1.36µm
_00672_,1.36µm
_00678_,1.36µm
_00679_,1.36µm
_00681_,1.36µm
_00688_,1.36µm
_00690_,1.36µm
_00697_,1.36µm
_00711_,1.36µm
_00722_,1.36µm
_00731_,1.36µm
_00732_,1.36µm
_00743_,1.36µm
_00745_,1.36µm
_00753_,1.36µm
_00755_,1.36µm
_00757_,1.36µm
_00760_,1.36µm
_00763_,1.36µm
_00764_,1.36µm
_00766_,1.36µm
_00768_,1.36µm
_00774_,1.36µm
_00775_,1.36µm
_00782_,1.36µm
_00802_,1.36µm
_00812_,1.36µm
_00815_,1.36µm
_00834_,1.36µm
_00836_,1.36µm
_00837_,1.36µm
_00849_,1.36µm
_00852_,1.36µm
_00853_,1.36µm
_00863_,1.36µm
_00864_,1.36µm
_00871_,1.36µm
_00873_,1.36µm
_00877_,1.36µm
_00883_,1.36µm
_00892_,1.36µm
_00895_,1.36µm
_00903_,1.36µm
